h1,h2,h3,h4,max_iter,learning_rate_init,s1,s2,s3,m1,m2,m3,m4,m5,m6,m7,m8,m9,y
14,2,1,0,2604,0.00011046770847214771,0,1,0,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.0
11,6,0,0,190,0.001410682355440731,0,1,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.13562566711940033
11,3,1,4,386,0.00035674519169867907,1,1,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.0
20,4,4,1,101,0.010205953856704216,0,1,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.1871345029239766
14,3,2,1,164,0.00032699362092899976,1,0,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.6273427920082693
14,8,3,0,2648,0.00016089197585865848,1,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.0
11,5,2,1,5273,0.0001503629884048329,1,0,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
22,3,1,3,2087,0.01756886428910334,0,0,1,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.7912846412846413
18,5,6,1,371,0.011198564932768443,1,0,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.0
13,3,3,1,4921,0.0040141361845270045,1,0,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
14,1,3,0,271,0.008138299584239271,0,1,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.02608695652173913
11,2,1,1,1795,0.0013939248059749595,0,0,1,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.9957446808510637
17,0,0,0,415,0.007983617829854756,0,1,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.6833333333333333
18,3,1,0,801,0.0030780219163035758,0,0,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.12598425196850394
18,0,0,0,391,0.00011438342575727494,1,0,1,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.7554047680347932
15,4,4,0,5664,0.010822336683596749,1,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
12,4,2,0,122,0.000976971922137296,0,0,1,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.14820512820512818
16,2,2,1,1810,0.0055217728860585714,1,0,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
16,1,2,0,485,0.0005061590929728256,0,0,1,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.6194978354978355
16,2,0,0,238,0.002781131544598998,0,1,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.8850323535863128
21,0,0,0,258,0.004323762361315498,1,0,1,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.7524167494380262
19,3,0,0,1909,0.06271201187179012,0,1,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.9898284313725491
20,4,2,0,831,0.0002920774749832247,0,0,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.5213891222881142
13,4,2,0,2516,0.018461932493933086,1,1,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.7333333333333334
19,7,2,2,1640,0.005223365518341673,0,0,1,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.35348400509690836
16,2,2,2,271,0.006213908870233117,1,0,1,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.7795898758036166
23,2,0,0,5592,0.03454515439018124,0,0,1,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.0
16,6,4,1,3880,0.0007849523644370584,1,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.0
17,2,0,0,1009,0.005426082326772695,0,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.7156595526755198
20,4,1,0,2698,0.0014530606744538508,1,1,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.864128896538535
16,1,1,3,8327,0.001820959206555704,0,0,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.0
14,1,0,0,261,0.01345322226763277,0,0,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.9170188213657915
17,1,1,0,737,0.018330472224746482,0,0,1,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.376624699002408
19,1,2,0,2983,0.002546775648397746,1,1,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.9898284313725491
15,4,1,1,1074,0.00013910980235415626,0,0,1,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.0
17,5,0,0,1527,0.03728351302033228,0,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.5449439691109803
16,3,2,0,147,0.0007622152254924948,0,1,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.7720279720279721
11,1,2,1,366,0.00016621709740768402,0,0,1,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
12,2,2,0,3673,0.023795604083253492,0,1,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
15,6,2,3,3090,0.09856695799442011,1,1,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.10926829268292683
19,2,2,0,1937,0.011726048133600033,0,0,1,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.7889478676327992
17,3,1,3,111,0.003501526426656237,1,1,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.9272674693727326
14,1,3,4,1936,0.003070392806561011,1,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.17976430976430977
14,5,1,0,2203,0.001148164852338822,0,1,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.5333333333333334
9,3,2,2,193,0.0001857692707284271,0,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
19,4,0,0,190,0.0028137036918564617,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.9672514619883043
18,3,3,1,114,0.002649496649519069,0,0,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.7784121640166141
17,1,2,1,135,0.02334799678692727,1,1,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.8201118738876176
20,1,2,1,392,0.004118012813830604,0,0,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
14,4,1,2,1267,0.019128718428969026,0,0,1,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.5405876733214524
15,5,1,1,5747,0.004044335675204221,0,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
14,4,3,0,2328,0.015095534287084565,0,0,1,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
16,2,1,0,938,0.0919831100953467,1,1,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
11,4,1,1,622,0.0005498263847095367,1,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
19,1,2,0,1320,0.0020472860286513766,1,1,0,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.7325163628104805
12,4,4,3,2331,0.0005005408305553392,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.9774517374517375
16,3,1,0,457,0.001011602318068107,0,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.025
17,2,4,1,702,0.0002261790666841695,0,1,0,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,0.49975614348931363
15,4,4,4,131,0.00020910391642082075,1,0,1,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.7325163628104805
14,2,2,2,478,0.005707917691037526,1,1,0,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,1.0
15,4,4,2,1938,0.000558986653160616,0,0,1,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.0
12,3,0,0,301,0.001417561540779811,1,0,1,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.7389680509885114
18,4,1,2,3436,0.0003655486725801071,1,1,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.0
15,5,1,0,365,0.0012453307596877363,1,0,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
12,4,1,0,139,0.0002278273726214716,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.0
20,5,2,0,453,0.0001378621474111526,0,1,0,213,9,11.529411764705882,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.19505914705914706
8,3,3,0,106,0.0001379736695664256,0,0,1,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.48110743852679333
14,3,0,0,253,0.0014336840446916882,0,1,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.8850323535863128
9,3,1,0,5459,0.05715768978542922,1,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.7018181818181818
7,4,3,1,400,0.0015130673205935032,1,1,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.0
16,2,2,0,3627,0.00020568791344616191,0,1,0,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.39370833656255655
12,3,0,0,6322,0.0003234526618581041,1,0,1,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.8670014406132724
20,1,1,2,1273,0.021948801503411698,0,0,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
14,4,3,1,4243,0.00030875598855001807,0,0,0,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.7325163628104805
18,3,2,0,646,0.0003526527120865545,1,0,1,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.0
17,4,2,0,1115,0.06408709439722962,0,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.17261843238587427
17,5,5,1,2252,0.00024751039342818943,0,0,0,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.0
21,3,1,2,2008,0.00018245832799690463,1,0,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
23,1,1,2,1775,0.005349590264876478,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.9763260791274374
13,4,3,0,1493,0.00010128871930899985,0,0,0,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,0.49975614348931363
12,0,0,0,881,0.0010752390457191537,1,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.45658116250221514
14,1,3,1,812,0.017956629118685098,0,0,1,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.6902684359698914
20,0,0,0,2388,0.008753382639276422,0,1,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.10424665444916167
14,5,1,2,1001,0.0003407010888985835,0,0,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.9078427481450796
17,3,1,1,812,0.006959241239048234,1,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.7647684607580827
12,3,2,2,1344,0.06735773746996708,0,0,1,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.1490909090909091
13,3,1,0,1087,0.007419294664159666,0,0,1,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.37881473615791034
17,2,0,0,361,0.007606130933325723,0,1,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
20,7,1,1,4223,0.0006645488371177578,0,0,1,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
12,2,2,0,2577,0.0025451231228275565,0,1,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.0
13,1,1,0,175,0.0002534312590692806,1,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.39908481903346865
22,2,1,1,1790,0.002578318157399299,0,1,0,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.0
18,1,1,4,8280,0.001842366612976138,1,1,0,184,9,19.444444444444443,0.04891304347826087,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.6966666666666667
15,1,2,0,962,0.002161134090292598,1,1,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
13,4,2,2,5494,0.08917537236833678,0,1,0,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.5834254537195713
18,2,3,0,4455,0.003487954326404858,1,0,1,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.0
13,1,0,0,275,0.0009365944949562874,0,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
18,2,0,0,3439,0.0020399934671158342,1,0,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.9416721436458277
19,2,2,1,9745,0.026975859643298402,0,0,1,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.4938015300191928
14,4,1,1,578,0.0007507496677922717,1,0,1,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.0
17,4,1,0,801,0.01211170074067368,1,1,0,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.0
12,2,2,0,116,0.0009789847809237565,0,0,0,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,0.0
18,3,1,2,174,0.09037043380263807,0,1,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.0
13,8,0,0,169,0.0010239153725531019,0,1,0,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.4933333333333333
8,5,2,1,1924,0.0063567623909138475,0,0,1,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.8941032674219849
8,6,3,0,291,0.0003256355558125381,0,0,1,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.563830152564621
18,4,1,2,325,0.0006704861170871982,0,0,1,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.15926829268292683
12,1,0,0,1999,0.01573596690365975,1,1,0,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.0
13,6,2,1,1030,0.07532636272063507,1,0,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.6902684359698914
17,3,5,1,1921,0.05353638661709903,0,0,1,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.4938015300191928
9,6,2,1,459,0.04080896680033884,1,1,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.15926829268292683
13,3,2,1,123,0.06835918106353862,0,1,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.3564862542955326
20,1,1,3,817,0.0011447060903057432,0,1,0,213,9,11.529411764705882,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.1431491384432561
11,1,0,0,104,0.00019393524980022158,0,0,1,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.3975428407457271
13,4,2,1,165,0.0002372221267168804,1,0,0,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.6507085020242914
19,5,1,0,635,0.031288932831540335,0,0,1,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.7306873584814761
12,2,1,1,2894,0.0024910255712062763,1,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.28331596136474185
14,4,3,0,5304,0.004331059414868389,0,1,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.3377620521892968
20,6,4,1,322,0.07577882873005326,1,0,1,213,9,3.26,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.8105773051425225
22,1,2,2,5309,0.04011878864351795,0,0,0,267,44,3.8545454545454545,0.1647940074906367,0.0,0.0,77.0,41.0,1.0,0.8850323535863128
14,1,1,2,5731,0.00885250131090172,0,1,0,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.9777777777777779
15,2,4,0,461,0.0045591572538370845,0,1,0,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.5405876733214524
15,2,4,1,3240,0.04357607244126067,1,0,1,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.27520118857159825
20,2,2,2,9205,0.002210190325908308,0,0,1,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.07447956275366356
13,3,1,0,189,0.01083448715630069,1,1,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.2293560519717347
14,2,2,0,604,0.04261655930341166,0,0,1,988,13,9.977777777777778,0.013157894736842105,0.7692307692307693,0.0,14.0,1.0,0.0,0.7291298873148506
7,4,2,0,546,0.005498179732378037,1,0,1,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,1.0
19,3,3,0,9797,0.01328912488282129,0,1,0,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.12307692307692306
16,3,2,0,8701,0.013605212883630875,1,0,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.9378767192806673
19,4,2,3,7910,0.0026893103315401017,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,1.0
18,3,2,1,255,0.021973577678458485,1,0,1,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.2737814276195112
14,1,3,3,608,0.015110429056873376,1,1,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.152212389380531
19,3,1,2,995,0.00016103670669665623,1,1,0,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.9526797385620915
17,2,0,0,1267,0.009886452600263341,0,0,1,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
14,2,0,0,1217,0.004596634923715675,1,1,0,213,9,11.529411764705882,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.0
14,5,7,0,866,0.004397697878613726,1,0,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.11111111111111112
14,1,2,3,2845,0.000675435184671535,1,1,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.29668109668109666
11,3,0,0,2855,0.07146040500366593,1,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.44234895294407484
13,4,4,1,4412,0.07713127125109258,1,0,1,213,9,11.529411764705882,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.1431491384432561
12,6,3,1,115,0.0003309485283359978,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.0
16,5,0,0,188,0.007361966049589869,0,1,0,192,9,10.294117647058824,0.046875,1.0,0.0,10.760000000000002,0.02262053999999991,0.5555555555555556,0.13804608294930876
13,2,0,0,1852,0.004277353289489561,1,1,0,213,9,2.0428571428571427,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.6587127564021017
18,4,2,2,4124,0.00023014161947846712,1,0,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.6902684359698914
17,4,2,0,234,0.0007368993376660551,1,0,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.9367081147272012
15,3,1,2,821,0.00017722063925252896,1,1,0,845,18,2.876146788990826,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.9155112538404349
15,6,3,1,1271,0.020093098339301257,0,0,1,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.0
12,2,3,1,1248,0.008746353141601682,1,0,0,351,33,1.7857142857142858,0.09401709401709402,0.9696969696969697,0.0,2.0,1.0,0.0,0.9397036852189873
12,3,3,0,5286,0.04887993076886355,1,0,0,947,8,30.566666666666666,0.008447729672650475,1.0,0.0,1.0,0.5,0.5,0.06666666666666668
16,4,0,0,1550,0.03494727459870867,1,1,0,214,9,22.77777777777778,0.04205607476635514,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.6000000000000001
24,0,0,0,532,0.01721189610029563,0,0,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.7822244019559044
17,4,2,0,4775,0.08086269800736207,0,0,1,472,10,15.857142857142858,0.0211864406779661,0.4,0.0,143986.0,0.938,1.0,0.01616161616161616
15,1,2,0,9662,0.02207153439554181,1,1,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.5213891222881142
12,3,3,0,1278,0.027150259770896454,1,1,0,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.32727272727272727
16,4,7,2,4132,0.02486967415997055,1,0,0,305,3,2.8125,0.009836065573770493,0.0,0.0,53.0,11.0,0.6666666666666666,0.0
14,1,2,2,781,0.0001390280160481647,1,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.6273427920082693
16,3,1,1,507,0.001220616905533375,0,0,1,213,9,11.529411764705882,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.1431491384432561
24,1,2,1,4005,0.051017298384298096,1,1,0,213,9,1.8026315789473684,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.2948817591316818
14,8,2,1,2385,0.0002968167042820439,0,0,1,345,6,1.3793103448275863,0.017391304347826087,1.0,0.0,292.0,20.0,0.8333333333333334,0.0
17,5,0,0,280,0.00019953202733412136,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.7573827358658819
24,2,3,0,901,0.008039888830702894,1,0,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.12727272727272726
14,6,2,1,2294,0.003520608713181445,0,1,0,208,60,1.1443298969072164,0.28846153846153844,1.0,0.0,0.997,0.034,0.7666666666666667,0.7404725789597869
22,2,1,0,1071,0.0957111669476997,0,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.1564927907866028
15,4,0,0,9177,0.02410602597053098,1,1,0,846,18,2.990566037735849,0.02127659574468085,0.0,0.0,834.0,12.0,0.8888888888888888,0.6254747598111057
13,4,4,1,1142,0.0024725985792665404,1,0,1,149,4,1.98,0.026845637583892617,1.0,0.0,5.9,2.4,1.0,0.0
10,2,1,1,275,0.007200118069219363,1,0,1,213,9,6.607142857142857,0.04225352112676056,1.0,0.0,10.760000000000002,0.022780000000000022,0.5555555555555556,0.2265055932960389
13,2,1,3,3928,0.08325819723997852,0,0,1,269,13,1.2605042016806722,0.048327137546468404,0.07692307692307693,0.0,438.0,1.0,0.5384615384615384,0.6126099865047233
15,2,2,2,464,0.0002134838601499646,0,0,1,215,5,5.142857142857143,0.023255813953488372,0.8,0.0,79.0,9.8,0.8,0.0
16,2,1,0,809,0.017681540318712607,1,0,0,219,7,1.881578947368421,0.0319634703196347,1.0,0.0,0.94,0.0,0.5714285714285714,0.7889478676327992
19,6,2,1,666,0.001741912497877119,1,1,0,845,18,3.2676767676767677,0.021301775147928994,0.0,0.0,834.0,12.0,0.8888888888888888,0.0
15,1,0,0,220,0.00020153629364739128,0,0,1,129,9,20.5,0.06976744186046512,0.0,0.0,6369.0,31.0,0.2222222222222222,0.0
11,3,2,1,6465,0.06851961528100793,1,1,0,432,6,1.1176470588235294,0.013888888888888888,0.0,0.0,3.0,1.0,1.0,0.8696969696969696
13,3,5,2,4541,0.020873303775057105,1,0,1,569,30,1.6839622641509433,0.05272407732864675,1.0,0.0,4068.8,0.028999999999999998,0.8,0.3769016328156113
