boosting_type,colsample_bytree,learning_rate,metric,n_estimators,num_leaves,random_state,reg_alpha,score
goss,0.5,0.05,mae,200,16,2022,10.0,0.14059513827149572
goss,0.5,0.05,mae,200,16,2023,0.0,0.09433043115860056
goss,0.5,0.05,mae,200,16,2023,0.1,0.0970479231218229
goss,0.5,0.05,mae,200,16,2023,1.0,0.10432873857170048
goss,0.5,0.05,mae,200,16,2023,10.0,0.14219336301675956
goss,0.5,0.05,mae,200,32,2020,0.0,0.09431324278154511
goss,0.5,0.05,mae,200,32,2020,0.1,0.09546136504954976
goss,0.5,0.05,mae,200,32,2020,1.0,0.10020721528002989
goss,0.5,0.05,mae,200,32,2020,10.0,0.14094140689661147
goss,0.5,0.05,mae,200,32,2021,0.0,0.09303634512415863
goss,0.5,0.05,mae,200,32,2021,0.1,0.09406589436360771
goss,0.5,0.05,mae,200,32,2021,1.0,0.09985623387366835
goss,0.5,0.05,mae,200,32,2021,10.0,0.14097131984944072
goss,0.5,0.05,mae,200,32,2022,0.0,0.09283023785995578
goss,0.5,0.05,mae,200,32,2022,0.1,0.09246145344087107
goss,0.5,0.05,mae,200,32,2022,1.0,0.10028953003989971
goss,0.5,0.05,mae,200,32,2022,10.0,0.14059513827149572
goss,0.5,0.05,mae,200,32,2023,0.0,0.09629314722676277
goss,0.5,0.05,mae,200,32,2023,0.1,0.09467879093763247
goss,0.5,0.05,mae,200,32,2023,1.0,0.10192095555142404
goss,0.5,0.05,mae,200,32,2023,10.0,0.14219336301675956
goss,0.5,0.05,mae,200,64,2020,0.0,0.09360254860568998
goss,0.5,0.05,mae,200,64,2020,0.1,0.0949714106671598
goss,0.5,0.05,mae,200,64,2020,1.0,0.10020721528002989
goss,0.5,0.05,mae,200,64,2020,10.0,0.14094140689661147
goss,0.5,0.05,mae,200,64,2021,0.0,0.09338362518447774
goss,0.5,0.05,mae,200,64,2021,0.1,0.09406589436360771
goss,0.5,0.05,mae,200,64,2021,1.0,0.09985623387366835
goss,0.5,0.05,mae,200,64,2021,10.0,0.14097131984944072
goss,0.5,0.05,mae,200,64,2022,0.0,0.09091620597385416
goss,0.5,0.05,mae,200,64,2022,0.1,0.09246145344087107
goss,0.5,0.05,mae,200,64,2022,1.0,0.10028953003989971
goss,0.5,0.05,mae,200,64,2022,10.0,0.14059513827149572
goss,0.5,0.05,mae,200,64,2023,0.0,0.09555128030920094
goss,0.5,0.05,mae,200,64,2023,0.1,0.09467879093763247
goss,0.5,0.05,mae,200,64,2023,1.0,0.10192095555142404
goss,0.5,0.05,mae,200,64,2023,10.0,0.14219336301675956
goss,0.5,0.05,mse,50,8,2020,0.0,0.23959888331345264
goss,0.5,0.05,mse,50,8,2020,0.1,0.24167146120261968
goss,0.5,0.05,mse,50,8,2020,1.0,0.24588369045157918
goss,0.5,0.05,mse,50,8,2020,10.0,0.2861662130964393
goss,0.5,0.05,mse,50,8,2021,0.0,0.23765166267008797
goss,0.5,0.05,mse,50,8,2021,0.1,0.23899046592527667
goss,0.5,0.05,mse,50,8,2021,1.0,0.24417343175149875
goss,0.5,0.05,mse,50,8,2021,10.0,0.28546810668465705
goss,0.5,0.05,mse,50,8,2022,0.0,0.2395407682326874
goss,0.5,0.05,mse,50,8,2022,0.1,0.23716609287065618
goss,0.5,0.05,mse,50,8,2022,1.0,0.24562648920477895
goss,0.5,0.05,mse,50,8,2022,10.0,0.2846804136852604
goss,0.5,0.05,mse,50,8,2023,0.0,0.24035338577254678
goss,0.5,0.05,mse,50,8,2023,0.1,0.24065216592546096
goss,0.5,0.05,mse,50,8,2023,1.0,0.24987900018196188
goss,0.5,0.05,mse,50,8,2023,10.0,0.28814882084543847
goss,0.5,0.05,mse,50,16,2020,0.0,0.22983040247089725
goss,0.5,0.05,mse,50,16,2020,0.1,0.23120911493697016
goss,0.5,0.05,mse,50,16,2020,1.0,0.23709304952204785
goss,0.5,0.05,mse,50,16,2020,10.0,0.28264084670862627
goss,0.5,0.05,mse,50,16,2021,0.0,0.23224362933517972
goss,0.5,0.05,mse,50,16,2021,0.1,0.23230233909152834
goss,0.5,0.05,mse,50,16,2021,1.0,0.23662526057547023
goss,0.5,0.05,mse,50,16,2021,10.0,0.2853362090392153
goss,0.5,0.05,mse,50,16,2022,0.0,0.23028016989797467
goss,0.5,0.05,mse,50,16,2022,0.1,0.23204421138641784
goss,0.5,0.05,mse,50,16,2022,1.0,0.23528212887027103
goss,0.5,0.05,mse,50,16,2022,10.0,0.28330400640233744
goss,0.5,0.05,mse,50,16,2023,0.0,0.23369899796125843
goss,0.5,0.05,mse,50,16,2023,0.1,0.23130564237104495
goss,0.5,0.05,mse,50,16,2023,1.0,0.2404184165865359
goss,0.5,0.05,mse,50,16,2023,10.0,0.28636409374059213
goss,0.5,0.05,mse,50,32,2020,0.0,0.22793783152234548
goss,0.5,0.05,mse,50,32,2020,0.1,0.2298732090853013
goss,0.5,0.05,mse,50,32,2020,1.0,0.23800083244668832
goss,0.5,0.05,mse,50,32,2020,10.0,0.28264084670862627
goss,0.5,0.05,mse,50,32,2021,0.0,0.22465334687764216
goss,0.5,0.05,mse,50,32,2021,0.1,0.22878805585046438
goss,0.5,0.05,mse,50,32,2021,1.0,0.23605932675112248
goss,0.5,0.05,mse,50,32,2021,10.0,0.2853362090392153
goss,0.5,0.05,mse,50,32,2022,0.0,0.225281296531801
goss,0.5,0.05,mse,50,32,2022,0.1,0.22764048251964047
goss,0.5,0.05,mse,50,32,2022,1.0,0.23629127272282538
goss,0.5,0.05,mse,50,32,2022,10.0,0.28330400640233744
goss,0.5,0.05,mse,50,32,2023,0.0,0.22791253926603247
goss,0.5,0.05,mse,50,32,2023,0.1,0.2258516573218515
goss,0.5,0.05,mse,50,32,2023,1.0,0.23905639693686126
goss,0.5,0.05,mse,50,32,2023,10.0,0.28636409374059213
goss,0.5,0.05,mse,50,64,2020,0.0,0.22686715186151077
goss,0.5,0.05,mse,50,64,2020,0.1,0.2298078315969002
goss,0.5,0.05,mse,50,64,2020,1.0,0.23800083244668832
goss,0.5,0.05,mse,50,64,2020,10.0,0.28264084670862627
goss,0.5,0.05,mse,50,64,2021,0.0,0.2265378751815348
goss,0.5,0.05,mse,50,64,2021,0.1,0.22878805585046438
goss,0.5,0.05,mse,50,64,2021,1.0,0.23605932675112248
goss,0.5,0.05,mse,50,64,2021,10.0,0.2853362090392153
goss,0.5,0.05,mse,50,64,2022,0.0,0.2239796770531255
goss,0.5,0.05,mse,50,64,2022,0.1,0.22764048251964047
goss,0.5,0.05,mse,50,64,2022,1.0,0.23629127272282538
goss,0.5,0.05,mse,50,64,2022,10.0,0.28330400640233744
goss,0.5,0.05,mse,50,64,2023,0.0,0.22693293601808748
goss,0.5,0.05,mse,50,64,2023,0.1,0.2258516573218515
goss,0.5,0.05,mse,50,64,2023,1.0,0.23905639693686126
goss,0.5,0.05,mse,50,64,2023,10.0,0.28636409374059213
goss,0.5,0.05,mse,100,8,2020,0.0,0.1196449087129273
goss,0.5,0.05,mse,100,8,2020,0.1,0.11941424863093189
goss,0.5,0.05,mse,100,8,2020,1.0,0.12171884133778439
goss,0.5,0.05,mse,100,8,2020,10.0,0.15589262044631327
goss,0.5,0.05,mse,100,8,2021,0.0,0.11522474851689776
goss,0.5,0.05,mse,100,8,2021,0.1,0.1177487439655153
goss,0.5,0.05,mse,100,8,2021,1.0,0.1211209051452717
goss,0.5,0.05,mse,100,8,2021,10.0,0.15690829775079743
goss,0.5,0.05,mse,100,8,2022,0.0,0.11714064527001541
goss,0.5,0.05,mse,100,8,2022,0.1,0.11706871546626094
goss,0.5,0.05,mse,100,8,2022,1.0,0.1222939972973639
goss,0.5,0.05,mse,100,8,2022,10.0,0.15648932029243928
goss,0.5,0.05,mse,100,8,2023,0.0,0.11985985754743012
goss,0.5,0.05,mse,100,8,2023,0.1,0.12154430870541977
goss,0.5,0.05,mse,100,8,2023,1.0,0.12687005428703335
goss,0.5,0.05,mse,100,8,2023,10.0,0.15682598994911343
goss,0.5,0.05,mse,100,16,2020,0.0,0.11061764552405937
goss,0.5,0.05,mse,100,16,2020,0.1,0.11164937764696772
goss,0.5,0.05,mse,100,16,2020,1.0,0.11774542446556029
goss,0.5,0.05,mse,100,16,2020,10.0,0.1530663369479669
goss,0.5,0.05,mse,100,16,2021,0.0,0.11051655044203726
goss,0.5,0.05,mse,100,16,2021,0.1,0.11124177390960892
goss,0.5,0.05,mse,100,16,2021,1.0,0.11503706834707197
goss,0.5,0.05,mse,100,16,2021,10.0,0.15374309863294983
goss,0.5,0.05,mse,100,16,2022,0.0,0.11023003274651529
goss,0.5,0.05,mse,100,16,2022,0.1,0.11183658292834064
goss,0.5,0.05,mse,100,16,2022,1.0,0.11303306733596015
goss,0.5,0.05,mse,100,16,2022,10.0,0.15391071200728682
goss,0.5,0.05,mse,100,16,2023,0.0,0.11075500398914373
goss,0.5,0.05,mse,100,16,2023,0.1,0.11411946718296055
goss,0.5,0.05,mse,100,16,2023,1.0,0.1220376065703583
goss,0.5,0.05,mse,100,16,2023,10.0,0.15612132845748583
goss,0.5,0.05,mse,100,32,2020,0.0,0.10745154284205656
goss,0.5,0.05,mse,100,32,2020,0.1,0.10932749930087268
goss,0.5,0.05,mse,100,32,2020,1.0,0.11701179350334104
goss,0.5,0.05,mse,100,32,2020,10.0,0.1530663369479669
goss,0.5,0.05,mse,100,32,2021,0.0,0.10579402025939662
goss,0.5,0.05,mse,100,32,2021,0.1,0.1092451612436186
goss,0.5,0.05,mse,100,32,2021,1.0,0.11562091944055508
goss,0.5,0.05,mse,100,32,2021,10.0,0.15374309863294983
goss,0.5,0.05,mse,100,32,2022,0.0,0.10752425345898312
goss,0.5,0.05,mse,100,32,2022,0.1,0.10654106844059655
goss,0.5,0.05,mse,100,32,2022,1.0,0.11669188594203934
goss,0.5,0.05,mse,100,32,2022,10.0,0.15391071200728682
goss,0.5,0.05,mse,100,32,2023,0.0,0.11025628173767368
goss,0.5,0.05,mse,100,32,2023,0.1,0.10920020578852904
goss,0.5,0.05,mse,100,32,2023,1.0,0.11891542222364349
goss,0.5,0.05,mse,100,32,2023,10.0,0.15612132845748583
goss,0.5,0.05,mse,100,64,2020,0.0,0.10749993780792233
goss,0.5,0.05,mse,100,64,2020,0.1,0.10939843192983748
goss,0.5,0.05,mse,100,64,2020,1.0,0.11701179350334104
goss,0.5,0.05,mse,100,64,2020,10.0,0.1530663369479669
goss,0.5,0.05,mse,100,64,2021,0.0,0.1067437378319969
goss,0.5,0.05,mse,100,64,2021,0.1,0.1092451612436186
goss,0.5,0.05,mse,100,64,2021,1.0,0.11562091944055508
goss,0.5,0.05,mse,100,64,2021,10.0,0.15374309863294983
goss,0.5,0.05,mse,100,64,2022,0.0,0.10564869146741795
goss,0.5,0.05,mse,100,64,2022,0.1,0.10654106844059655
goss,0.5,0.05,mse,100,64,2022,1.0,0.11669188594203934
goss,0.5,0.05,mse,100,64,2022,10.0,0.15391071200728682
goss,0.5,0.05,mse,100,64,2023,0.0,0.10986286770806575
goss,0.5,0.05,mse,100,64,2023,0.1,0.10920020578852904
goss,0.5,0.05,mse,100,64,2023,1.0,0.11891542222364349
goss,0.5,0.05,mse,100,64,2023,10.0,0.15612132845748583
goss,0.5,0.05,mse,150,8,2020,0.0,0.10709360403583412
goss,0.5,0.05,mse,150,8,2020,0.1,0.10799361688972693
goss,0.5,0.05,mse,150,8,2020,1.0,0.11037701581845008
goss,0.5,0.05,mse,150,8,2020,10.0,0.14477312240770981
goss,0.5,0.05,mse,150,8,2021,0.0,0.10414532643304905
goss,0.5,0.05,mse,150,8,2021,0.1,0.1056541895811283
goss,0.5,0.05,mse,150,8,2021,1.0,0.11012882869625182
goss,0.5,0.05,mse,150,8,2021,10.0,0.14615253176781437
goss,0.5,0.05,mse,150,8,2022,0.0,0.10499303116501643
goss,0.5,0.05,mse,150,8,2022,0.1,0.10551921496134523
goss,0.5,0.05,mse,150,8,2022,1.0,0.11048821334449599
goss,0.5,0.05,mse,150,8,2022,10.0,0.14587138792643528
goss,0.5,0.05,mse,150,8,2023,0.0,0.10709983736827482
goss,0.5,0.05,mse,150,8,2023,0.1,0.1095784444181949
goss,0.5,0.05,mse,150,8,2023,1.0,0.11362503743480017
goss,0.5,0.05,mse,150,8,2023,10.0,0.14534448976553102
goss,0.5,0.05,mse,150,16,2020,0.0,0.09969372809131129
goss,0.5,0.05,mse,150,16,2020,0.1,0.10004217331100437
goss,0.5,0.05,mse,150,16,2020,1.0,0.10621530427996666
goss,0.5,0.05,mse,150,16,2020,10.0,0.14321339110087178
goss,0.5,0.05,mse,150,16,2021,0.0,0.09884478280358618
goss,0.5,0.05,mse,150,16,2021,0.1,0.0998756755599978
goss,0.5,0.05,mse,150,16,2021,1.0,0.10330341338982288
goss,0.5,0.05,mse,150,16,2021,10.0,0.1432655881570089
goss,0.5,0.05,mse,150,16,2022,0.0,0.09930964043965217
goss,0.5,0.05,mse,150,16,2022,0.1,0.10098652373120184
goss,0.5,0.05,mse,150,16,2022,1.0,0.10285869953278655
goss,0.5,0.05,mse,150,16,2022,10.0,0.1432172085726261
goss,0.5,0.05,mse,150,16,2023,0.0,0.09913212537874071
goss,0.5,0.05,mse,150,16,2023,0.1,0.10239321489391065
goss,0.5,0.05,mse,150,16,2023,1.0,0.1098509711266735
goss,0.5,0.05,mse,150,16,2023,10.0,0.1450714393892103
goss,0.5,0.05,mse,150,32,2020,0.0,0.09772403599963886
goss,0.5,0.05,mse,150,32,2020,0.1,0.09977513842964097
goss,0.5,0.05,mse,150,32,2020,1.0,0.10506210066737091
goss,0.5,0.05,mse,150,32,2020,10.0,0.14321339110087178
goss,0.5,0.05,mse,150,32,2021,0.0,0.09714770401481039
goss,0.5,0.05,mse,150,32,2021,0.1,0.09865069080041514
goss,0.5,0.05,mse,150,32,2021,1.0,0.10490453692600502
goss,0.5,0.05,mse,150,32,2021,10.0,0.1432655881570089
goss,0.5,0.05,mse,150,32,2022,0.0,0.09781762845184028
goss,0.5,0.05,mse,150,32,2022,0.1,0.0969954136326884
goss,0.5,0.05,mse,150,32,2022,1.0,0.10541970088181558
goss,0.5,0.05,mse,150,32,2022,10.0,0.1432172085726261
goss,0.5,0.05,mse,150,32,2023,0.0,0.10051009088817923
goss,0.5,0.05,mse,150,32,2023,0.1,0.09987905835033198
goss,0.5,0.05,mse,150,32,2023,1.0,0.10736837889678526
goss,0.5,0.05,mse,150,32,2023,10.0,0.1450714393892103
goss,0.5,0.05,mse,150,64,2020,0.0,0.09793093324539993
goss,0.5,0.05,mse,150,64,2020,0.1,0.09934975449652099
goss,0.5,0.05,mse,150,64,2020,1.0,0.10506210066737091
goss,0.5,0.05,mse,150,64,2020,10.0,0.14321339110087178
goss,0.5,0.05,mse,150,64,2021,0.0,0.09740072853583234
goss,0.5,0.05,mse,150,64,2021,0.1,0.09865069080041514
goss,0.5,0.05,mse,150,64,2021,1.0,0.10490453692600502
goss,0.5,0.05,mse,150,64,2021,10.0,0.1432655881570089
goss,0.5,0.05,mse,150,64,2022,0.0,0.09614321250623878
goss,0.5,0.05,mse,150,64,2022,0.1,0.0969954136326884
goss,0.5,0.05,mse,150,64,2022,1.0,0.10541970088181558
goss,0.5,0.05,mse,150,64,2022,10.0,0.1432172085726261
goss,0.5,0.05,mse,150,64,2023,0.0,0.10045337092632045
goss,0.5,0.05,mse,150,64,2023,0.1,0.09987905835033198
goss,0.5,0.05,mse,150,64,2023,1.0,0.10736837889678526
goss,0.5,0.05,mse,150,64,2023,10.0,0.1450714393892103
goss,0.5,0.05,mse,200,8,2020,0.0,0.1009223186402719
goss,0.5,0.05,mse,200,8,2020,0.1,0.1012458591306239
goss,0.5,0.05,mse,200,8,2020,1.0,0.10449612458053403
goss,0.5,0.05,mse,200,8,2020,10.0,0.1422563022118829
goss,0.5,0.05,mse,200,8,2021,0.0,0.0986615635449875
goss,0.5,0.05,mse,200,8,2021,0.1,0.0997264667974749
goss,0.5,0.05,mse,200,8,2021,1.0,0.1045185411753023
goss,0.5,0.05,mse,200,8,2021,10.0,0.1434332689141723
goss,0.5,0.05,mse,200,8,2022,0.0,0.09941293683661627
goss,0.5,0.05,mse,200,8,2022,0.1,0.09969422625890637
goss,0.5,0.05,mse,200,8,2022,1.0,0.10458018977245762
goss,0.5,0.05,mse,200,8,2022,10.0,0.14294106104416124
goss,0.5,0.05,mse,200,8,2023,0.0,0.10122921856599228
goss,0.5,0.05,mse,200,8,2023,0.1,0.10339377321238227
goss,0.5,0.05,mse,200,8,2023,1.0,0.10714665957549148
goss,0.5,0.05,mse,200,8,2023,10.0,0.14252921636856752
goss,0.5,0.05,mse,200,16,2020,0.0,0.09496572374605002
goss,0.5,0.05,mse,200,16,2020,0.1,0.09492850760519243
goss,0.5,0.05,mse,200,16,2020,1.0,0.10114538010797329
goss,0.5,0.05,mse,200,16,2020,10.0,0.14094140689661147
goss,0.5,0.05,mse,200,16,2021,0.0,0.09421864245932984
goss,0.5,0.05,mse,200,16,2021,0.1,0.09519590125069123
goss,0.5,0.05,mse,200,16,2021,1.0,0.09829532453185022
goss,0.5,0.05,mse,200,16,2021,10.0,0.14097131984944072
goss,0.5,0.05,mse,200,16,2022,0.0,0.09384202308087156
goss,0.5,0.05,mse,200,16,2022,0.1,0.09601385206902588
goss,0.5,0.05,mse,200,16,2022,1.0,0.09756633288951905
goss,0.5,0.05,mse,200,16,2022,10.0,0.14059513827149572
goss,0.5,0.05,mse,200,16,2023,0.0,0.09433043115860056
goss,0.5,0.05,mse,200,16,2023,0.1,0.0970479231218229
goss,0.5,0.05,mse,200,16,2023,1.0,0.10432873857170048
goss,0.5,0.05,mse,200,16,2023,10.0,0.14219336301675956
goss,0.5,0.05,mse,200,32,2020,0.0,0.09431324278154511
goss,0.5,0.05,mse,200,32,2020,0.1,0.09546136504954976
goss,0.5,0.05,mse,200,32,2020,1.0,0.10020721528002989
goss,0.5,0.05,mse,200,32,2020,10.0,0.14094140689661147
goss,0.5,0.05,mse,200,32,2021,0.0,0.09303634512415863
goss,0.5,0.05,mse,200,32,2021,0.1,0.09406589436360771
goss,0.5,0.05,mse,200,32,2021,1.0,0.09985623387366835
goss,0.5,0.05,mse,200,32,2021,10.0,0.14097131984944072
goss,0.5,0.05,mse,200,32,2022,0.0,0.09283023785995578
goss,0.5,0.05,mse,200,32,2022,0.1,0.09246145344087107
goss,0.5,0.05,mse,200,32,2022,1.0,0.10028953003989971
goss,0.5,0.05,mse,200,32,2022,10.0,0.14059513827149572
goss,0.5,0.05,mse,200,32,2023,0.0,0.09629314722676277
goss,0.5,0.05,mse,200,32,2023,0.1,0.09467879093763247
goss,0.5,0.05,mse,200,32,2023,1.0,0.10192095555142404
goss,0.5,0.05,mse,200,32,2023,10.0,0.14219336301675956
goss,0.5,0.05,mse,200,64,2020,0.0,0.09360254860568998
goss,0.5,0.05,mse,200,64,2020,0.1,0.0949714106671598
goss,0.5,0.05,mse,200,64,2020,1.0,0.10020721528002989
goss,0.5,0.05,mse,200,64,2020,10.0,0.14094140689661147
goss,0.5,0.05,mse,200,64,2021,0.0,0.09338362518447774
goss,0.5,0.05,mse,200,64,2021,0.1,0.09406589436360771
goss,0.5,0.05,mse,200,64,2021,1.0,0.09985623387366835
goss,0.5,0.05,mse,200,64,2021,10.0,0.14097131984944072
goss,0.5,0.05,mse,200,64,2022,0.0,0.09091620597385416
goss,0.5,0.05,mse,200,64,2022,0.1,0.09246145344087107
goss,0.5,0.05,mse,200,64,2022,1.0,0.10028953003989971
goss,0.5,0.05,mse,200,64,2022,10.0,0.14059513827149572
goss,0.5,0.05,mse,200,64,2023,0.0,0.09555128030920094
goss,0.5,0.05,mse,200,64,2023,0.1,0.09467879093763247
goss,0.5,0.05,mse,200,64,2023,1.0,0.10192095555142404
goss,0.5,0.05,mse,200,64,2023,10.0,0.14219336301675956
goss,0.5,0.1,mae,50,8,2020,0.0,0.12563452730816643
goss,0.5,0.1,mae,50,8,2020,0.1,0.12677416671342684
goss,0.5,0.1,mae,50,8,2020,1.0,0.12911562529634696
goss,0.5,0.1,mae,50,8,2020,10.0,0.161507331093156
goss,0.5,0.1,mae,50,8,2021,0.0,0.11701258166322222
goss,0.5,0.1,mae,50,8,2021,0.1,0.12222330471271241
goss,0.5,0.1,mae,50,8,2021,1.0,0.12807423980788485
goss,0.5,0.1,mae,50,8,2021,10.0,0.15725233784478249
goss,0.5,0.1,mae,50,8,2022,0.0,0.1243827661440409
goss,0.5,0.1,mae,50,8,2022,0.1,0.12156054154691001
goss,0.5,0.1,mae,50,8,2022,1.0,0.12757730746552878
goss,0.5,0.1,mae,50,8,2022,10.0,0.16002688361845946
goss,0.5,0.1,mae,50,8,2023,0.0,0.1253325327711933
goss,0.5,0.1,mae,50,8,2023,0.1,0.12406888781352762
goss,0.5,0.1,mae,50,8,2023,1.0,0.13054949276024988
goss,0.5,0.1,mae,50,8,2023,10.0,0.16751718866784326
goss,0.5,0.1,mae,50,16,2020,0.0,0.11604153392761518
goss,0.5,0.1,mae,50,16,2020,0.1,0.11896809450543777
goss,0.5,0.1,mae,50,16,2020,1.0,0.12180158657301417
goss,0.5,0.1,mae,50,16,2020,10.0,0.16454800057852148
goss,0.5,0.1,mae,50,16,2021,0.0,0.11472953530127868
goss,0.5,0.1,mae,50,16,2021,0.1,0.11530354438106924
goss,0.5,0.1,mae,50,16,2021,1.0,0.1201081515089136
goss,0.5,0.1,mae,50,16,2021,10.0,0.15291351143746906
goss,0.5,0.1,mae,50,16,2022,0.0,0.1187126143530854
goss,0.5,0.1,mae,50,16,2022,0.1,0.1169291626444807
goss,0.5,0.1,mae,50,16,2022,1.0,0.12392821890762715
goss,0.5,0.1,mae,50,16,2022,10.0,0.15655494709339238
goss,0.5,0.1,mae,50,16,2023,0.0,0.12027245339494705
goss,0.5,0.1,mae,50,16,2023,0.1,0.11508272548977058
goss,0.5,0.1,mae,50,16,2023,1.0,0.12300049901033665
goss,0.5,0.1,mae,50,16,2023,10.0,0.16521357971755615
goss,0.5,0.1,mae,50,32,2020,0.0,0.11218026510606813
goss,0.5,0.1,mae,50,32,2020,0.1,0.11610647469126105
goss,0.5,0.1,mae,50,32,2020,1.0,0.12523269879169918
goss,0.5,0.1,mae,50,32,2020,10.0,0.16454800057852148
goss,0.5,0.1,mae,50,32,2021,0.0,0.10907181105401162
goss,0.5,0.1,mae,50,32,2021,0.1,0.11148977949577739
goss,0.5,0.1,mae,50,32,2021,1.0,0.11619106938236805
goss,0.5,0.1,mae,50,32,2021,10.0,0.15291351143746906
goss,0.5,0.1,mae,50,32,2022,0.0,0.11006501770759809
goss,0.5,0.1,mae,50,32,2022,0.1,0.11166223538120482
goss,0.5,0.1,mae,50,32,2022,1.0,0.12063154820188922
goss,0.5,0.1,mae,50,32,2022,10.0,0.15655494709339238
goss,0.5,0.1,mae,50,32,2023,0.0,0.1141793682535234
goss,0.5,0.1,mae,50,32,2023,0.1,0.11411064291842077
goss,0.5,0.1,mae,50,32,2023,1.0,0.12267878654945648
goss,0.5,0.1,mae,50,32,2023,10.0,0.16521357971755615
goss,0.5,0.1,mae,50,64,2020,0.0,0.11157145133928296
goss,0.5,0.1,mae,50,64,2020,0.1,0.11610647469126105
goss,0.5,0.1,mae,50,64,2020,1.0,0.12523269879169918
goss,0.5,0.1,mae,50,64,2020,10.0,0.16454800057852148
goss,0.5,0.1,mae,50,64,2021,0.0,0.10938751404700549
goss,0.5,0.1,mae,50,64,2021,0.1,0.11148977949577739
goss,0.5,0.1,mae,50,64,2021,1.0,0.11619106938236805
goss,0.5,0.1,mae,50,64,2021,10.0,0.15291351143746906
goss,0.5,0.1,mae,50,64,2022,0.0,0.11229820300821547
goss,0.5,0.1,mae,50,64,2022,0.1,0.11166223538120482
goss,0.5,0.1,mae,50,64,2022,1.0,0.12063154820188922
goss,0.5,0.1,mae,50,64,2022,10.0,0.15655494709339238
goss,0.5,0.1,mae,50,64,2023,0.0,0.11471310705439516
goss,0.5,0.1,mae,50,64,2023,0.1,0.11411064291842077
goss,0.5,0.1,mae,50,64,2023,1.0,0.12267878654945648
goss,0.5,0.1,mae,50,64,2023,10.0,0.16521357971755615
goss,0.5,0.1,mae,100,8,2020,0.0,0.10746460068360557
goss,0.5,0.1,mae,100,8,2020,0.1,0.10849066181730245
goss,0.5,0.1,mae,100,8,2020,1.0,0.1116261544943488
goss,0.5,0.1,mae,100,8,2020,10.0,0.14927831425127683
goss,0.5,0.1,mae,100,8,2021,0.0,0.10090056973900477
goss,0.5,0.1,mae,100,8,2021,0.1,0.10542770867383933
goss,0.5,0.1,mae,100,8,2021,1.0,0.11135242327903525
goss,0.5,0.1,mae,100,8,2021,10.0,0.14557540876680425
goss,0.5,0.1,mae,100,8,2022,0.0,0.10636525806023604
goss,0.5,0.1,mae,100,8,2022,0.1,0.10373431267654047
goss,0.5,0.1,mae,100,8,2022,1.0,0.1093398966277009
goss,0.5,0.1,mae,100,8,2022,10.0,0.14821005354322114
goss,0.5,0.1,mae,100,8,2023,0.0,0.10860169306354095
goss,0.5,0.1,mae,100,8,2023,0.1,0.10747541756746933
goss,0.5,0.1,mae,100,8,2023,1.0,0.1119401430713576
goss,0.5,0.1,mae,100,8,2023,10.0,0.15467897725557905
goss,0.5,0.1,mae,100,16,2020,0.0,0.09992683856806621
goss,0.5,0.1,mae,100,16,2020,0.1,0.10169140491531277
goss,0.5,0.1,mae,100,16,2020,1.0,0.10590331891225764
goss,0.5,0.1,mae,100,16,2020,10.0,0.15112402867423774
goss,0.5,0.1,mae,100,16,2021,0.0,0.09768301554344355
goss,0.5,0.1,mae,100,16,2021,0.1,0.09886540600445157
goss,0.5,0.1,mae,100,16,2021,1.0,0.10387480060586744
goss,0.5,0.1,mae,100,16,2021,10.0,0.14074047560989886
goss,0.5,0.1,mae,100,16,2022,0.0,0.10148584113434071
goss,0.5,0.1,mae,100,16,2022,0.1,0.09995346309215453
goss,0.5,0.1,mae,100,16,2022,1.0,0.10796100513383622
goss,0.5,0.1,mae,100,16,2022,10.0,0.14469417159275133
goss,0.5,0.1,mae,100,16,2023,0.0,0.1031949721643443
goss,0.5,0.1,mae,100,16,2023,0.1,0.09949127458180668
goss,0.5,0.1,mae,100,16,2023,1.0,0.10688594029934224
goss,0.5,0.1,mae,100,16,2023,10.0,0.14936523054613252
goss,0.5,0.1,mae,100,32,2020,0.0,0.09830038502961316
goss,0.5,0.1,mae,100,32,2020,0.1,0.10100458701062762
goss,0.5,0.1,mae,100,32,2020,1.0,0.1083604933518862
goss,0.5,0.1,mae,100,32,2020,10.0,0.15112402867423774
goss,0.5,0.1,mae,100,32,2021,0.0,0.09510118731850309
goss,0.5,0.1,mae,100,32,2021,0.1,0.09578903394106847
goss,0.5,0.1,mae,100,32,2021,1.0,0.10106808026649708
goss,0.5,0.1,mae,100,32,2021,10.0,0.14074047560989886
goss,0.5,0.1,mae,100,32,2022,0.0,0.09542936587085274
goss,0.5,0.1,mae,100,32,2022,0.1,0.09634159231905422
goss,0.5,0.1,mae,100,32,2022,1.0,0.1057283999233725
goss,0.5,0.1,mae,100,32,2022,10.0,0.14469417159275133
goss,0.5,0.1,mae,100,32,2023,0.0,0.09799090463669756
goss,0.5,0.1,mae,100,32,2023,0.1,0.09912359913048724
goss,0.5,0.1,mae,100,32,2023,1.0,0.10660773293551025
goss,0.5,0.1,mae,100,32,2023,10.0,0.14936523054613252
goss,0.5,0.1,mae,100,64,2020,0.0,0.09838473255728522
goss,0.5,0.1,mae,100,64,2020,0.1,0.10100458701062762
goss,0.5,0.1,mae,100,64,2020,1.0,0.1083604933518862
goss,0.5,0.1,mae,100,64,2020,10.0,0.15112402867423774
goss,0.5,0.1,mae,100,64,2021,0.0,0.09529458045333572
